Table_Dialog_Left = {}
local func_index = function(table, key)
	local data = StrTablesManager.GetData("Table_Dialog_Left", key);
	[71992] = "{id = 71992, Text = 'Master, I miss you so very much! Absence makes the heart grow fonder!'}",
	[71993] = "{id = 71993, Text = 'Ya! Master, it has been a long time! You got fatter!'}",
	[72001] = "{id = 72001, Text = 'Dangerous! At this age, You still make me worry.'}",
	[72002] = "{id = 72002, Text = 'Ah-woo… Ah-woo… Don’t carry everything on your shoulder. Seek aid from someone.'}",
	[72003] = "{id = 72003, Text = 'Hurry! Use the grey wings to fly! Hurry!'}",
	[72011] = "{id = 72011, Text = 'Master, You are the best. Aw-wo… Aw…'}",
	[72012] = "{id = 72012, Text = 'Such a mighty enemy is defeated by my master! Master, You are my idol!'}",
	[72013] = "{id = 72013, Text = 'I don’t have a sleek tongue. I don’t know what I can say to praise my master!'}",
	[72021] = "{id = 72021, Text = 'I want to be with my master on every victory of his!'}",
	[72022] = "{id = 72022, Text = 'Master, I’m falling for your courageous posture confronting the enemy!'}",
	[72023] = "{id = 72023, Text = 'Aw-wo! I’m always an subordinate of yours… I’ll always follow you.'}",
	[72031] = "{id = 72031, Text = 'Master, charge with me! Go!'}",
	[72032] = "{id = 72032, Text = 'Aw-wo! Master, let me finish it with my teeth for you!'}",
	[72033] = "{id = 72033, Text = 'I got this. Look at my sharp teeth and claws!'}",
	[72041] = "{id = 72041, Text = 'Other animals don’t want to play with me. Is my face to fierce looking?'}",
	[72042] = "{id = 72042, Text = 'I’m not a puppy. I’m a wolf, the king of the desert!'}",
	[72043] = "{id = 72043, Text = 'Why do I feel like roaring whenever I see the moon?'}",
	[72051] = "{id = 72051, Text = 'He-heh… Maybe I’m the luck bearer of the my master. Am I bragging?'}",
	[72052] = "{id = 72052, Text = 'I can tell my master is way stronger.'}",
	[72053] = "{id = 72053, Text = 'Congratulations, master. Congratulations.'}",
	[72061] = "{id = 72061, Text = 'Don’t lose heart. I’ll eat two less bones. Next time we can do this!'}",
	[72062] = "{id = 72062, Text = 'Master! Don’t lose heart. The luck is not on our side today.'}",
	[72063] = "{id = 72063, Text = 'Master, don’t be mad. I support you no matter what!'}",
	[72071] = "{id = 72071, Text = 'Such a pretty headwear. Do you have a date today? '}",
	[72072] = "{id = 72072, Text = 'The headwear is so beautiful. I wish I could wear such a pretty headwear!'}",
	[72073] = "{id = 72073, Text = 'Master, You are so beautiful with the headwear. I’m so proud of you!'}",
	[72081] = "{id = 72081, Text = 'So excited! Master, are we the most impressive looking?'}",
	[72082] = "{id = 72082, Text = 'Look! We are the focus of everyone.'}",
	[72083] = "{id = 72083, Text = 'I’m too nervous to talk…'}",
	[72091] = "{id = 72091, Text = 'Ah-woo! Master, are you my master?'}",
	[72092] = "{id = 72092, Text = 'From this day you are my master! Everything tasty and fun is for me!'}",
	[72093] = "{id = 72093, Text = 'Master, nice to meet you!'}",
	[72101] = "{id = 72101, Text = 'Up, Up more, and left… Ah-woo… Master, it feels so good!'}",
	[72102] = "{id = 72102, Text = 'We dogs… I mean, wolves, love to be caressed at the back and the neck!'}",
	[72103] = "{id = 72103, Text = 'Being caressed by the master the greatest feeling for a wolf.'}",
	[72111] = "{id = 72111, Text = 'Woo… My mouth is full of food. Later…'}",
	[72112] = "{id = 72112, Text = 'I’m full. I can’t eat anymore.'}",
	[72113] = "{id = 72113, Text = 'Master, After the meal, I’ll show you my new fangs.'}",
	[72121] = "{id = 72121, Text = 'I’m full. I can’t eat anymore… Please spare me.'}",
	[72122] = "{id = 72122, Text = 'Master, I think you want a pet pig, Not a wolf…'}",
	[72123] = "{id = 72123, Text = 'I’m too full… Master, If you insist on feeding me more, I’ll throw up right in front of you!'}",
	[72131] = "{id = 72131, Text = 'The feeling we have finally developed for each other is nothing?'}",
	[72132] = "{id = 72132, Text = 'I can’t believe my master just withdrew me… I cry!'}",
	[72133] = "{id = 72133, Text = 'Maybe I didn’t help my master at all… Woo…'}",
	[72141] = "{id = 72141, Text = 'This is a small gift for you. Accept it!'}",
	[72142] = "{id = 72142, Text = 'Sigh… I got this gift for you.'}",
	[72143] = "{id = 72143, Text = 'Let me check the pockets… Not here. Not in this one… Here! It’s for you!'}",
	[72151] = "{id = 72151, Text = 'Master, take me to run and fly!'}",
	[72152] = "{id = 72152, Text = 'I can run faster but it is such a lovely treat from my master!'}",
	[72153] = "{id = 72153, Text = 'Phew… Advance with me! Set out!'}",
	[72161] = "{id = 72161, Text = 'The equipment is so pretty. Master, I’ll help you defeat monsters! I’m not afraid of pain.'}",
	[72162] = "{id = 72162, Text = 'The equipment is not heavy at all. Great. I’m so much stronger!'}",
	[72163] = "{id = 72163, Text = 'With this equipment, I can protect my master even better!'}",
	[72171] = "{id = 72171, Text = 'This gift will make me stronger and support my master better!'}",
	[72172] = "{id = 72172, Text = 'Master, I’ll cherish it.'}",
	[72173] = "{id = 72173, Text = 'Master, thank you for the gift! I’m so moved! I want to pin you down!'}",
	[72201] = "{id = 72201, Text = 'Wow-ah… Are you going to call me this?'}",
	[72202] = "{id = 72202, Text = 'You’ve given me a name. You must take care of me.'}",
	[72203] = "{id = 72203, Text = 'My name… Does it mean anything?'}",
	[72211] = "{id = 72211, Text = 'I’m much fatter… I want to lose weight.'}",
	[72212] = "{id = 72212, Text = 'I can control leaves shaking on my head. Not every Mandragora can do it.'}",
	[72213] = "{id = 72213, Text = 'Bounce… Bounce… Jump… Jump… Master, am I disturbing you?'}",
	[72221] = "{id = 72221, Text = 'Hmm… My leaves are not comfortable… Could you massage them for me?'}",
	[72222] = "{id = 72222, Text = 'Master, why don’t you touch me? Do you dislike the fact that I came out of the soil?'}",
	[72223] = "{id = 72223, Text = 'I can’t move anymore. It’s hard for a fatty to walk. Could you carry me?'}",
	[72231] = "{id = 72231, Text = 'I’m hungry… Would I eat away all your saving? '}",
	[72232] = "{id = 72232, Text = 'This looks delicious!'}",
	[72233] = "{id = 72233, Text = 'Master, I can smell it. Where did you hide the food?'}",
	[72241] = "{id = 72241, Text = 'Ah… I’m stronger now. I can offer you better protection!'}",
	[72242] = "{id = 72242, Text = 'A beam of golden light… My leaves are sparkling… He-heh…'}",
	[72243] = "{id = 72243, Text = 'I’m just a plant but I have my dream.'}",
	[72251] = "{id = 72251, Text = 'I’m into you a little bit. Just a little bit…'}",
	[72252] = "{id = 72252, Text = 'I’m so happy that I can fly!'}",
	[72253] = "{id = 72253, Text = 'I want to be together with my master!'}",
	[72261] = "{id = 72261, Text = 'I’m too tired to stand still… I don’t want to fall…'}",
	[72262] = "{id = 72262, Text = 'It hurts… Woo… It really hurts… My belly is hit…'}",
	[72263] = "{id = 72263, Text = 'Master, I hate to part with you! I hate! Woo…'}",
	[72271] = "{id = 72271, Text = 'Hmm? Stronger? Master, You are amazing!'}",
	[72272] = "{id = 72272, Text = 'Is training difficult? I’ll be here with you.'}",
	[72273] = "{id = 72273, Text = 'I want to show off to my buddies! My master is so much stronger again!'}",
	[72281] = "{id = 72281, Text = 'Master, what’s the matter? Don’t ignore me! I won’t steal food again…'}",
	[72282] = "{id = 72282, Text = 'Ah! Your jerks! Don’t you bully my master!'}",
	[72283] = "{id = 72283, Text = 'Get up, stupid master! What shall I do if you are down on the ground?'}",
	[72291] = "{id = 72291, Text = 'Master, You are here! I had a shower today. No mud on my body!'}",
	[72292] = "{id = 72292, Text = 'I’ve been waiting for you for so long… Why don’t you show up?'}",
	[72293] = "{id = 72293, Text = 'I dive into the soil to kill some time when you are away…'}",
	[72301] = "{id = 72301, Text = 'Ah! Master! Take some pills! Pills! Quickly!'}",
	[72302] = "{id = 72302, Text = 'Master, You are injured… Hide behind me!'}",
	[72303] = "{id = 72303, Text = 'Your wound is deep… Master, are you in pain?'}",
	[72311] = "{id = 72311, Text = 'Phew… So tired… I can barely lift my arms…'}",
	[72312] = "{id = 72312, Text = 'Join my master on the battlefield. I’m not afraid at all. We will defeat the enemy.'}",
	[72313] = "{id = 72313, Text = 'Master, are you tired? Let me wipe off your sweat! You are too tall and I can’t reach…'}",
	[72321] = "{id = 72321, Text = 'Terrific! What’s the name of that move?'}",
	[72322] = "{id = 72322, Text = 'When can I become as powerful as my master? I want to protect master!'}",
	[72323] = "{id = 72323, Text = 'Ah! My leaf got pulled… It hurts…'}",
	[72331] = "{id = 72331, Text = 'Hmm… Master, am I great? Give me some compliment!'}",
	[72332] = "{id = 72332, Text = 'Master, he looks aggressive…'}",
	[72333] = "{id = 72333, Text = 'Check out my Leafy Popo Fist! Hey! Ha!'}",
	[72341] = "{id = 72341, Text = 'What are you talking about? I don’t understand…'}",
	[72342] = "{id = 72342, Text = 'Master has so many friends. I can rest assured…'}",
	[72343] = "{id = 72343, Text = 'I have a beautiful dream that I can grow the sun when I’m older…'}",
	[72351] = "{id = 72351, Text = 'It’s glowing!'}",
	[72352] = "{id = 72352, Text = 'Master, You are so happy! I feel happy for you!'}",
	[72353] = "{id = 72353, Text = 'Master, you live up to your reputation. It was an easy victory for you.'}",
	[72361] = "{id = 72361, Text = 'Master, don’t be sad. I’ll dance for you.'}",
	[72362] = "{id = 72362, Text = 'I’ll pray for you, Master.'}",
	[72363] = "{id = 72363, Text = 'What can I do for you?'}",
	[72371] = "{id = 72371, Text = 'I have my own headwear. My little leaf is the cutest. Don’t you agree, Master?'}",
	[72372] = "{id = 72372, Text = 'Wow! This is even cuter than my little leaf! Defeated…'}",
	[72373] = "{id = 72373, Text = 'Glittering and sparkling… Master, Your headwear is so pretty.'}",
	[72381] = "{id = 72381, Text = 'Ah… This is the most comfortable place. Outside is either rainy or too sunny.'}",
	[72382] = "{id = 72382, Text = 'Walking on the red carpet, do I look like a super star?'}",
	[72383] = "{id = 72383, Text = 'Having a hot cup of tea after a battle is the greatest joy.'}",
	[72391] = "{id = 72391, Text = 'Glad to see you again so fast. You must like me a lot.'}",
	[72392] = "{id = 72392, Text = 'I fell asleep in the egg.'}",
	[72393] = "{id = 72393, Text = 'Actually… Pets don’t really know the passing of time inside the egg. It’s okay if you don’t want to call me.'}",
	[72401] = "{id = 72401, Text = 'He-heh… Ha-hah… How naughty! Don’t tickle my belly.'}",
	[72402] = "{id = 72402, Text = 'Meow… Phew… Sigh! I… I’m not a cat… '}",
	[72403] = "{id = 72403, Text = 'Twist… Twist… How embarrassing!'}",
	[72411] = "{id = 72411, Text = 'This is tasty… So is this… And this!'}",
	[72412] = "{id = 72412, Text = 'I’m full and sleepy now…'}",
	[72413] = "{id = 72413, Text = 'Delicious! Master, would you love me less when I’m fatter?'}",
	[72421] = "{id = 72421, Text = 'I don’t want to eat… I’m getting fatter and fatter…'}",
	[72422] = "{id = 72422, Text = 'I don’t want to eat… Today’s food is bland…'}",
	[72423] = "{id = 72423, Text = 'I’m too full to move…'}",
	[72431] = "{id = 72431, Text = 'A pet is a companion of the master and the master is the entire world of the pet…'}",
	[72432] = "{id = 72432, Text = 'Would you favor me less for my weak capacity?'}",
	[72433] = "{id = 72433, Text = 'I’m just a little heartless creature. Don’t worry about me.'}",
	[72441] = "{id = 72441, Text = 'Do you like it? It took me a long time…'}",
	[72442] = "{id = 72442, Text = 'Master, You must be tired from looking after me. This is my payback.'}",
	[72443] = "{id = 72443, Text = 'Just a small gift from me. Be nice to me and I’ll give you more.'}",
	[72451] = "{id = 72451, Text = 'I have a little Poring and I never ride him.'}",
	[72452] = "{id = 72452, Text = 'Wow! So fast!'}",
	[72453] = "{id = 72453, Text = 'I wish the time could stop so you could carry me and run forever.'}",
	[72461] = "{id = 72461, Text = 'Mandragora evolution… Gold Mandragora!'}",
	[72462] = "{id = 72462, Text = 'Am I more imposing with the equipment?'}",
	[72463] = "{id = 72463, Text = 'Boom! Sakalaka! I’m no longer the same!'}",
	[72471] = "{id = 72471, Text = 'A gift! For me? I’m so touched!'}",
	[72472] = "{id = 72472, Text = 'Everybody laughs at me for coming out of the earth… Who could have guessed I would have this day?'}",
	[72473] = "{id = 72473, Text = 'Wow! I’ve been dreaming about it for a long time. Thank you, master!'}",
	[72501] = "{id = 72501, Text = 'I once had another name but I don’t remember…'}",
	[72502] = "{id = 72502, Text = 'From this day, I have a name.'}",
	[72503] = "{id = 72503, Text = 'Our first meeting felt like a reunion of two old friends…'}",
	[72511] = "{id = 72511, Text = 'I can’t feel the heat of the sun or the chill of the rain.'}",
	[72512] = "{id = 72512, Text = 'The world of the dead has no day or night. Everything is gray…'}",
	[72513] = "{id = 72513, Text = 'I’m bored… Hmm? You heard me? I’m not complaining…'}",
	[72521] = "{id = 72521, Text = 'It’s a bit embarrassing to say it out… Can you touch me?'}",
	[72522] = "{id = 72522, Text = 'Ever since I became a spirit, the humans have kept distance from me. I miss their warm hug!'}",
	[72523] = "{id = 72523, Text = 'Master… I…'}",
	[72531] = "{id = 72531, Text = 'I miss my days as a human when I could eat proper food.'}",
	[72532] = "{id = 72532, Text = 'I’m hungry… Excuse me…'}",
	[72533] = "{id = 72533, Text = 'Shall we stop to rest and eat?'}",
	[72541] = "{id = 72541, Text = 'I can feel strength bursting out of my body.'}",
	[72542] = "{id = 72542, Text = 'I’ve been working hard for you. Do you understand my heart?'}",
	[72543] = "{id = 72543, Text = 'I’ve grown fast since I started to follow you.'}",
	[72551] = "{id = 72551, Text = 'Meeting you is such a pleasure.'}",
	[72552] = "{id = 72552, Text = 'You are so nice to me… Please keep it like this. '}",
	[72553] = "{id = 72553, Text = 'You are the most important person for me!'}",
	[72561] = "{id = 72561, Text = 'Don’t cry for me… Another death for me…'}",
	[72562] = "{id = 72562, Text = 'Ah! This pain reminds me of the past…'}",
	[72563] = "{id = 72563, Text = 'The darkness swallows me…'}",
	[72571] = "{id = 72571, Text = 'I’m honored to have the chance to grow up with you.'}",
	[72572] = "{id = 72572, Text = 'Your hard work is paid back! I’m so happy!'}",
	[72573] = "{id = 72573, Text = 'Keep it up! Don’t stop on the journey of training…'}",
	[72581] = "{id = 72581, Text = 'Don’t be scared… Death is not terrifying. I’ll be by your side.'}",
	[72582] = "{id = 72582, Text = 'Please hold tight on to my hand for the rest of the journey. I’ll guide you out of the dark…'}",
	[72583] = "{id = 72583, Text = 'No! Can anybody help? Master!'}",
	[72591] = "{id = 72591, Text = 'Every time I see you, My uneasy heart calms down… Master!'}",
	[72592] = "{id = 72592, Text = 'Long time no see. What did you do? Did you forget about me?'}",
	[72593] = "{id = 72593, Text = 'You seem very joyful. What happened?'}",
	[72601] = "{id = 72601, Text = 'Don’t play tough… I’m very concerned.'}",
	[72602] = "{id = 72602, Text = 'You are badly injured. Please act with caution.'}",
	[72603] = "{id = 72603, Text = 'Are you bleeding? You filthy monsters! Stay away from my master.'}",
	[72611] = "{id = 72611, Text = 'However strong you are, You will be punished for committing evil.'}",
	[72612] = "{id = 72612, Text = 'He’s just another lost soul…'}",
	[72613] = "{id = 72613, Text = 'Finally! What a fierce battle! You must be exhausted!'}",
	[72621] = "{id = 72621, Text = 'How is it? Are the rewards generous?'}",
	[72622] = "{id = 72622, Text = 'Ah! Blood on me! My clothes are dirty now…'}",
	[72623] = "{id = 72623, Text = 'You are becoming stronger and stronger. I can finally rest assured.'}",
	[72631] = "{id = 72631, Text = 'I hate to harm others. But if it is for you…'}",
	[72632] = "{id = 72632, Text = 'Don’t worry. I’ll stay behind you to cover your back.'}",
	[72633] = "{id = 72633, Text = 'A gang of ugly creatures. Please be careful.'}",
	[72641] = "{id = 72641, Text = 'A bit upset… You talked so much with others… You ignored me so long time…'}",
	[72642] = "{id = 72642, Text = 'You are such a gentle, kind man.'}",
	[72643] = "{id = 72643, Text = 'I’m dazed… This weather makes me anxious…'}",
	[72651] = "{id = 72651, Text = 'Yes! Keep it up!'}",
	[72652] = "{id = 72652, Text = 'I can feel the Cast of magic is flowing…'}",
	[72653] = "{id = 72653, Text = 'This brilliance… Is completely different.'}",
	[72661] = "{id = 72661, Text = 'Defeated? What a pity…'}",
	[72662] = "{id = 72662, Text = 'Shall we try again? Maybe we can make it next time!'}",
	[72663] = "{id = 72663, Text = 'I didn’t do much to help you. I’m sorry.'}",
	[72671] = "{id = 72671, Text = 'I like headwear! Especially those with feathers.'}",
	[72672] = "{id = 72672, Text = 'Such an outstanding item! Please cherish it.'}",
	[72673] = "{id = 72673, Text = 'So you like this kind of headwear… It suits you…'}",
	[72681] = "{id = 72681, Text = 'Sigh… Why is everyone staring at me? So shy…'}",
	[72682] = "{id = 72682, Text = 'Back to safety… I was always on tenterhooks outside...'}",
	[72683] = "{id = 72683, Text = 'Back to the guild… Do you have matters to discuss with your friends?'}",
	[72691] = "{id = 72691, Text = 'Finally! This small dark area reminds me of the path to the netherworld…'}",
	[72692] = "{id = 72692, Text = 'How were you without me?'}",
	[72693] = "{id = 72693, Text = 'A red leaf falls on a flowing stream… The stream rolls ahead ceaselessly while the red leaf will vanish in the end… I hope I could accompany you longer…'}",
	[72701] = "{id = 72701, Text = 'Thank you for your tenderness towards me.'}",
	[72702] = "{id = 72702, Text = 'Your caressing is like the spring breeze, warm and gentle.'}",
	[72703] = "{id = 72703, Text = 'If I was still alive, I could reach out my hands to give you a hug.'}",
	[72711] = "{id = 72711, Text = 'The familiar taste… Did you buy it for me?'}",
	[72712] = "{id = 72712, Text = 'Ah! This sweetness… It reminds me of the past…'}",
	[72713] = "{id = 72713, Text = 'Thank you for your generous treatment.'}",
	[72721] = "{id = 72721, Text = 'Today’s food is a bit oily.'}",
	[72722] = "{id = 72722, Text = 'We have many tasks to complete. We can’t remain casual and comfortable like this.'}",
	[72723] = "{id = 72723, Text = 'To be honest… I don’t want to eat yet.'}",
	[72731] = "{id = 72731, Text = 'For thousands of miles we travel together. Even the best of friends must part.'}",
	[72732] = "{id = 72732, Text = 'For me, You are the flower in the fog and the moon in the water. Your brief brilliance is enough to brighten up my world.'}",
	[72733] = "{id = 72733, Text = 'Every parting is for the next reunion… I’ve been looking forward to it…'}",
	[72741] = "{id = 72741, Text = 'I’m not sure what you like. This is a small gift…'}",
	[72742] = "{id = 72742, Text = 'Here’s something I’ve been working on for a while… Do you like it?'}",
	[72743] = "{id = 72743, Text = 'Thank you for taking care of me. Please accept this.'}",
	[72751] = "{id = 72751, Text = 'Put me down! You… You are rude!'}",
	[72752] = "{id = 72752, Text = 'The human’s hug is so warm…'}",
	[72753] = "{id = 72753, Text = 'It’s faster if I flow up… But…'}",
	[72761] = "{id = 72761, Text = 'Thank you for your concern. I’m just a low spirit.'}",
	[72762] = "{id = 72762, Text = 'Does this one look good with my ribbon?'}",
	[72763] = "{id = 72763, Text = 'Ah… So heavy… I can’t fly… Damn it! I shouldn’t have spilt the beans.'}",
	[72771] = "{id = 72771, Text = 'How do you know I want this? I’m so happy!'}",
	[72772] = "{id = 72772, Text = 'You are thinking about me… I’m so touched…'}",
	[72773] = "{id = 72773, Text = 'I love it! Every gift from you I’ll cherish as treasures.'}",
	[72801] = "{id = 72801, Text = 'Wow! What a lovely name?'}",
	[72802] = "{id = 72802, Text = 'I like your taste.'}",
	[72803] = "{id = 72803, Text = 'Hmm… I’ll accept this only because you are my master.'}",
	[72811] = "{id = 72811, Text = 'Sigh… How boring! Shall we go out tonight for some fun?'}",
	[72812] = "{id = 72812, Text = 'I have nothing to do but stare blankly.'}",
	[72813] = "{id = 72813, Text = 'Shall we find something exciting to do?'}",
	[72821] = "{id = 72821, Text = 'I suddenly feel so cold. Master, I need your arms.'}",
	[72822] = "{id = 72822, Text = 'Master, may I have your warm hands for a second?'}",
	[72823] = "{id = 72823, Text = 'I miss master’s gentle petting…'}",
	[72831] = "{id = 72831, Text = 'Master, let’s have a picnic!'}",
	[72832] = "{id = 72832, Text = 'My god… I’m so hungry… Is it time to eat yet?'}",
	[72833] = "{id = 72833, Text = 'I’m too hungry to talk…'}",
	[72841] = "{id = 72841, Text = 'It feels awesome to have greater strength.'}",
	[72842] = "{id = 72842, Text = 'Wow! How lucky I am!'}",
	[72843] = "{id = 72843, Text = 'I won’t let you down, Master!'}",
	[72851] = "{id = 72851, Text = 'This is a wise decision to stay with you.'}",
	[72852] = "{id = 72852, Text = 'I’m so happy to be able to stay with my master every day.'}",
	[72853] = "{id = 72853, Text = 'Master, I’ll always be with you!'}",
	[72861] = "{id = 72861, Text = 'Shall we call the ambulance?'}",
	[72862] = "{id = 72862, Text = 'Unfortunately, too weak…'}",
	[72863] = "{id = 72863, Text = 'Gazing at the sky is a kind of relief.'}",
	[72871] = "{id = 72871, Text = 'How impressive! Master, You are my idol.'}",
	[72872] = "{id = 72872, Text = 'No big deal. Still far away from me…'}",
	[72873] = "{id = 72873, Text = 'Wow! That’s rare. Let’s improve together.'}",
	[72881] = "{id = 72881, Text = 'Look! I told you to work harder and improve.'}",
	[72882] = "{id = 72882, Text = 'Master, I’ll revenge you.'}",
	[72883] = "{id = 72883, Text = 'Sigh… How did it come to this? You must learn to protect yourself.'}",
	[72891] = "{id = 72891, Text = 'Master, where shall we go the next?'}",
	[72892] = "{id = 72892, Text = 'Finally! I’m ready.'}",
	[72893] = "{id = 72893, Text = 'What a lovely day! Another exciting day!'}",
	[72901] = "{id = 72901, Text = 'Watch out! You may fall in danger any second.'}",
	[72902] = "{id = 72902, Text = 'You better recover some HP. This is the smart move.'}",
	[72903] = "{id = 72903, Text = 'Be careful! Be careful! You are not in your best form.'}",
	[72911] = "{id = 72911, Text = 'Wow! Master, are you a superman?'}",
	[72912] = "{id = 72912, Text = 'Well done! My master is special.'}",
	[72913] = "{id = 72913, Text = 'Terrific! That’s impressive. You must keep it up!'}",
	[72921] = "{id = 72921, Text = 'Not bad, master. You are pretty strong.'}",
	[72922] = "{id = 72922, Text = 'You deserve to be my master.'}",
	[72923] = "{id = 72923, Text = 'Don’t be too proud of yourself.'}",
	[72931] = "{id = 72931, Text = 'Master, Your soft punches are not good.'}",
	[72932] = "{id = 72932, Text = 'Master, do you need my help? I’m pretty strong.'}",
	[72933] = "{id = 72933, Text = 'Get started! Master, are you waiting for me to do it?'}",
	[72941] = "{id = 72941, Text = 'Hmm… Humans love to have boring conversations.'}",
	[72942] = "{id = 72942, Text = 'Once you have someone to talk to, You ignore me. Hmm!'}",
	[72943] = "{id = 72943, Text = 'When master is talking to others, I’m really bored…'}",
	[72951] = "{id = 72951, Text = 'Hmm… I got lucky…'}",
	[72952] = "{id = 72952, Text = 'Thank me! The good fortune came from me!'}",
	[72953] = "{id = 72953, Text = 'It makes no sense… How could you succeed?'}",
	[72961] = "{id = 72961, Text = 'He-heh… Failed as expected…'}",
	[72962] = "{id = 72962, Text = 'Don’t be mad, master… Next time…'}",
	[72963] = "{id = 72963, Text = 'Master, You are pretty unlucky.'}",
	[72971] = "{id = 72971, Text = 'Hmm… Looks alright.'}",
	[72972] = "{id = 72972, Text = 'It will look better on me.'}",
	[72973] = "{id = 72973, Text = 'I’d love some headwear… It will look amazing on me!'}",
	[72981] = "{id = 72981, Text = 'This is the gathering place for mighty humans?'}",
	[72982] = "{id = 72982, Text = 'Solemn and serious… Only the elegant me can handle this atmosphere.'}",
	[72983] = "{id = 72983, Text = 'This is master’s home?'}",
	[72991] = "{id = 72991, Text = 'Looks like another cutie will soon yield under my master’s evil claws…'}",
	[72992] = "{id = 72992, Text = 'I can have a buddy to play with. Not bad.'}",
	[72993] = "{id = 72993, Text = 'I didn’t know you are this warm hearted…'}",
	[73001] = "{id = 73001, Text = 'I… I didn’t ask you to pet me!'}",
	[73002] = "{id = 73002, Text = '… Master’s petting isn’t so nice…'}",
	[73003] = "{id = 73003, Text = 'Take your hands off me! Master’s petting… I can’t resist it much longer…'}",
	[73011] = "{id = 73011, Text = 'Gu-lu-lu… You heard it wrong. My belly is not rumbling…'}",
	[73012] = "{id = 73012, Text = 'I miss the food…'}",
	[73013] = "{id = 73013, Text = 'It tastes good. Get me some more…'}",
	[73021] = "{id = 73021, Text = 'Burp… Master, do you want to kill me with food?'}",
	[73022] = "{id = 73022, Text = 'My belly is so big… I can’t eat anymore.'}",
	[73023] = "{id = 73023, Text = 'So full… I look like a pregnant human… Ha=hah…'}",
	[73031] = "{id = 73031, Text = 'Okay. Time for bed…'}",
	[73032] = "{id = 73032, Text = 'Call me when you miss me!'}",
	[73033] = "{id = 73033, Text = 'I don’t want to sleep… But if my master insists…'}",
	[73041] = "{id = 73041, Text = 'Master, are you trying to please me?'}",
	[73042] = "{id = 73042, Text = 'I’ll accept your gift…'}",
	[73043] = "{id = 73043, Text = 'The pet’s gift pack! Master, you are adorable.'}",
	[73051] = "{id = 73051, Text = 'I’m surrounded by my master’s scent… '}",
	[73052] = "{id = 73052, Text = 'No! I can’t indulge myself in master’s tenderness.'}",
	[73053] = "{id = 73053, Text = 'Master is pretty good.'}",
	[73061] = "{id = 73061, Text = 'Master, finally you have realized I need some clothes…'}",
	[73062] = "{id = 73062, Text = 'He-heh… No one can call me an exhibitionist anymore.'}",
	[73063] = "{id = 73063, Text = 'It fits me perfectly. Good job, Master.'}",
	[73071] = "{id = 73071, Text = 'You’ve performed your duty well.'}",
	[73072] = "{id = 73072, Text = 'I’ll accept this for my master’s face.'}",
	[73073] = "{id = 73073, Text = 'Master, I won’t thank you.'}",
	[73101] = "{id = 73101, Text = 'The Deviruchi has his own name?'}",
	[73102] = "{id = 73102, Text = 'Master, the name is surprisingly good.'}",
	[73103] = "{id = 73103, Text = 'I don’t really like the name but because it’s from you, Master...'}",
	[73111] = "{id = 73111, Text = 'I want to prank!'}",
	[73112] = "{id = 73112, Text = 'The Deviruchi is so bored today...'}",
	[73113] = "{id = 73113, Text = 'I want to bully someone!'}",
	[73121] = "{id = 73121, Text = 'Be careful... Don’t touch my steel fork...'}",
	[73122] = "{id = 73122, Text = 'So itchy! Don’t touch my tail!'}",
	[73123] = "{id = 73123, Text = 'Master, You are stroking a Deviruchi...'}",
	[73131] = "{id = 73131, Text = 'I want to devour some soul... This is the proper food for a Deviruchi.'}",
	[73132] = "{id = 73132, Text = 'He-heh... Feed the Deviruchi!'}",
	[73133] = "{id = 73133, Text = 'The Deviruchi is hungry. The Deviruchi will prank!'}",
	[73141] = "{id = 73141, Text = 'Strength is we Deviruchis’ goal.'}",
	[73142] = "{id = 73142, Text = 'I’ll try to play a trick on my master...'}",
	[73143] = "{id = 73143, Text = 'Wa-ka-kah... Master, I’m stronger now!'}",
	[73151] = "{id = 73151, Text = 'The Deviruchi loves to prank. The Deviruchi also loves the master...'}",
	[73152] = "{id = 73152, Text = 'If I can only choose one between tricks and my master... Of course my master!'}",
	[73153] = "{id = 73153, Text = 'Master, You are the best! I’m so lucky to have you!'}",
	[73161] = "{id = 73161, Text = 'Damn it! It hurts... I’ll kick your ass!'}",
	[73162] = "{id = 73162, Text = 'I curse you in the name of the Deviruchi!'}",
	[73163] = "{id = 73163, Text = 'Even after my death, My tricks won’t stop.'}",
	[73171] = "{id = 73171, Text = 'Master, You are stronger. He-heh... I must train harder!'}",
	[73172] = "{id = 73172, Text = 'Master, can you feel my devil’s power?'}",
	[73173] = "{id = 73173, Text = 'Only if the master becomes stronger, the Deviruchi can be stronger...'}",
	[73181] = "{id = 73181, Text = 'Ge-geh... Master, why aren’t you happy?'}",
	[73182] = "{id = 73182, Text = 'For devils, death is not scary... Master, don’t be afraid.'}",
	[73183] = "{id = 73183, Text = 'Master, get up! This time I’ll do my best to help!'}",
	[73191] = "{id = 73191, Text = 'Master, don’t you miss the Deviruchi’s tricks?'}",
	[73192] = "{id = 73192, Text = 'Deviruchi will be here waiting for your return, Master!'}",
	[73193] = "{id = 73193, Text = 'Welcome back, My adorable master!'}",
	[73201] = "{id = 73201, Text = 'Master, treat your wounds.'}",
	[73202] = "{id = 73202, Text = 'Unfortunately I don’t know any healing spells or master won’t get hurt.'}",
	[73203] = "{id = 73203, Text = 'Master, treat your wounds. I’ll defeat it for you.'}",
